StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24
2021-12-07 16:47:48,2021-12-07 16:50:39,IP Address,128.237.82.2,100,171,True,2021-12-07 16:50:39,R_1dGBRPDBcMEu9wh,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Rarely,0,To travel short distances/convenience,Other,Unavailability,4: Acceptably safe,2: It’s fairly priced,"No, but I ride SPIN scooters",,,Yes,Yes,Female,18-25,"No "," < 1 mile",51230,"$100,000 to 149,999","Yes ",Bike
2021-12-07 16:48:52,2021-12-07 16:50:40,IP Address,128.237.82.6,100,108,True,2021-12-07 16:50:41,R_uffBDFQvfTjM0ql,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Often,1,To travel short distances/convenience,Other,"Payment issues,Insufficient battery ",4: Acceptably safe,3: It’s slightly expensive,"No, but I ride SPIN scooters",Yes,2,,,Male,18-25,"No "," < 1 mile",0310,Prefer not to answer,"Yes ",Public transportation
2021-12-07 16:46:41,2021-12-07 16:50:41,IP Address,128.237.82.2,100,240,True,2021-12-07 16:50:41,R_1LqlM4TZOSxIAEf,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have seen a person (or people) on an electric scooter in the street,Never,0,I don't use scooters,"I prefer taking the bus,I prefer walking  ,I do not think scooters are safe ,Other","Damaged scooter ",1: Not very safe,1: It’s cheap,No,,,No,Yes,Male,18-25,Prefer not to answer," < 1 mile",15213,Prefer not to answer,"Yes ","Walk "
2021-12-07 16:46:36,2021-12-07 16:50:42,IP Address,174.242.32.196,100,246,True,2021-12-07 16:50:42,R_3CJbaZjtXixNdyK,,,,,40.5457000732421875,-80.0507965087890625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have seen a person (or people) on an electric scooter in the street,Never,0,I don't use scooters,"I prefer taking the bus,I prefer driving/being driven,I prefer walking  ,I do not think scooters are safe ","Damaged scooter ",1: Not very safe,2: It’s fairly priced,Yes,No,0,,,Male,18-25,"No "," < 1 mile",15213,Prefer not to answer,"Yes ","Walk "
2021-12-07 16:47:44,2021-12-07 16:50:55,IP Address,107.77.226.235,100,190,True,2021-12-07 16:50:55,R_2zvZWFm5fIlLjbc,,,,,40.8621978759765625,-73.89019775390625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Rarely,1,To travel short distances/convenience,Other,Payment issues,2: Minimally safe,4: It’s expensive,No,,,No,No,Male,18-25,"No "," < 1 mile",15213,"$10,000 to $24,999","Yes ","Walk "
2021-12-07 16:47:50,2021-12-07 16:50:55,IP Address,128.237.82.9,100,185,True,2021-12-07 16:50:56,R_3MMrErnF2lrSMr9,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Rarely,0,To travel short distances/convenience,"I prefer walking  ",Unavailability,5: Perfectly safe,2: It’s fairly priced,No,,,No,Yes,Male,18-25,"No "," < 1 mile",15213,"$1 to $9,999","Yes ","Walk "
2021-12-07 16:48:16,2021-12-07 16:51:00,IP Address,172.58.185.66,100,164,True,2021-12-07 16:51:00,R_3b0SGfpqv5rA0w1,,,,,40.43389892578125,-79.999603271484375,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have seen a person (or people) on an electric scooter in the street,Never,0,I don't use scooters,"I prefer taking the bus,I prefer walking  ",Unavailability,3: Partially safe,3: It’s slightly expensive,No,,,No,No,Female,18-25,"No "," < 1 mile",15289,"$25,000 to 49,999 ","Yes ","Walk ,Public transportation"
2021-12-07 16:47:40,2021-12-07 16:51:06,IP Address,128.237.82.7,100,205,True,2021-12-07 16:51:06,R_1mjWahf8Ud8aVSi,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Sometimes,1,"Commuting to school,To travel short distances/convenience",Other,"Insufficient battery ",4: Acceptably safe,2: It’s fairly priced,"No, but I ride SPIN scooters",Yes,4,,,Female,18-25,"No "," < 1 mile",15213,"$50,000 to 74,999","Yes ",Car
2021-12-07 16:48:33,2021-12-07 16:51:14,IP Address,128.237.82.12,100,160,True,2021-12-07 16:51:14,R_3PttGJmLruulh1T,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,No,I have seen a person (or people) on an electric scooter in the street,Never,0,I don't use scooters,Other,Payment issues,3: Partially safe,3: It’s slightly expensive,No,,,No,No,Female,18-25,"No "," < 1 mile",15289,"$0 ","Yes ","Public transportation,Other: _______________"
2021-12-07 16:47:41,2021-12-07 16:51:38,IP Address,128.237.82.11,100,237,True,2021-12-07 16:51:39,R_0PoV5v8WjybW3Fn,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Rarely,0,To travel short distances/convenience,Other,"Insufficient battery ",4: Acceptably safe,3: It’s slightly expensive,"No, but I ride SPIN scooters",Yes,5,,,Male,18-25,"No "," < 1 mile",15213,"$150,000 and greater","Yes ","Walk "
2021-12-07 16:27:02,2021-12-07 16:53:44,IP Address,172.58.203.25,100,1602,True,2021-12-07 16:53:44,R_1K0YcdFIEWVnMqE,,,,,39.91949462890625,-75.15650177001953125,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Sometimes,1,To travel short distances/convenience,"I prefer walking  ,I think scooters are too expensive","Payment issues,Insufficient battery ,Unavailability",3: Partially safe,4: It’s expensive,"No, but I ride SPIN scooters",,,No,No,Female,18-25,"No "," < 1 mile",15213,Prefer not to answer,"Yes ","Walk "
2021-12-07 16:51:15,2021-12-07 16:54:03,IP Address,128.237.82.14,100,167,True,2021-12-07 16:54:04,R_12u3H3UJeLT9Ifp,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have seen a person (or people) on an electric scooter in the street,Never,0,I don't use scooters,"I prefer walking  ",Unavailability,4: Acceptably safe,4: It’s expensive,No,,,No,Yes,Male,18-25,"No "," < 1 mile",15289,"$100,000 to 149,999","Yes ","Walk "
2021-12-07 16:52:20,2021-12-07 16:57:01,IP Address,172.58.185.39,100,281,True,2021-12-07 16:57:02,R_d3VjxcIjJPeJ26t,,,,,40.43389892578125,-79.999603271484375,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Sometimes,1,To travel short distances/convenience,Other,Payment issues,4: Acceptably safe,1: It’s cheap,Yes,Yes,4,,,Male,18-25,"No "," < 1 mile",15289,"$50,000 to 74,999",Other,"Walk "
2021-12-07 17:00:34,2021-12-07 17:02:08,IP Address,128.237.82.9,100,93,True,2021-12-07 17:02:08,R_bOzC9dO3jkekyop,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,No,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Rarely,0,To travel short distances/convenience,I prefer taking the bus,Unavailability,2: Minimally safe,2: It’s fairly priced,No,Yes,4,,,Male,18-25,"No ",1.1 - 2 miles,15217,"$1 to $9,999","Yes ",Public transportation
2021-12-07 17:00:40,2021-12-07 17:02:22,IP Address,128.237.82.10,100,101,True,2021-12-07 17:02:22,R_xftyj9GqRJsf41X,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Sometimes,1,"To travel short distances/convenience,For leisure","I prefer taking the bus,I just never got the chance to try it out, but I am inclined to soon","Vague instructions ",1: Not very safe,3: It’s slightly expensive,"No, but I ride SPIN scooters",Yes,4,,,Non-binary,18-25,"No ",2.1 - 5 miles,42069,"$1 to $9,999","No ",Car
2021-12-07 17:01:17,2021-12-07 17:02:29,IP Address,128.237.82.3,100,72,True,2021-12-07 17:02:29,R_Y3yGruJ7FzRQTap,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have not had any experiences with electric scooters,Never,0,I don't use scooters,"I prefer walking  ,I do not think scooters are safe ","Couldn't unlock the scooter ",1: Not very safe,2: It’s fairly priced,No,,,No,No,Female,18-25,"No "," < 1 mile",15213,"$75,000 to 99,999","Yes ","Walk "
2021-12-07 17:00:35,2021-12-07 17:02:53,IP Address,128.237.82.11,100,138,True,2021-12-07 17:02:54,R_3qIO5svSVEqtMoH,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have seen a person (or people) on an electric scooter in the street,Never,0,I don't use scooters,"I prefer walking  ","Insufficient battery ,Unavailability",4: Acceptably safe,2: It’s fairly priced,No,,,Yes,Yes,Male,18-25,"No "," < 1 mile",15213,"$1 to $9,999","Yes ","Walk "
2021-12-07 17:01:23,2021-12-07 17:03:00,IP Address,128.237.82.7,100,97,True,2021-12-07 17:03:00,R_vYm5MmcQrLO6GsN,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Very Frequently,5,Commuting to school,Other,Unavailability,3: Partially safe,2: It’s fairly priced,"No, but I ride SPIN scooters",Yes,4,,,Female,18-25,"No ",1.1 - 2 miles,15213,"$150,000 and greater","Yes ",Car
2021-12-07 17:01:20,2021-12-07 17:03:22,IP Address,128.237.82.9,100,122,True,2021-12-07 17:03:23,R_2e3kmboN77iHcuM,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have seen a person (or people) on an electric scooter in the street,Never,0,I don't use scooters,"I prefer walking  ,I do not think scooters are safe ,I think scooters are too expensive","Vague instructions ",3: Partially safe,3: It’s slightly expensive,No,Yes,8,,,Female,18-25,"No ",1.1 - 2 miles,15213,Prefer not to answer,"Yes ","Walk ,Car,Public transportation"
2021-12-07 17:05:35,2021-12-07 17:07:08,IP Address,128.237.82.2,100,93,True,2021-12-07 17:07:09,R_3hsdFCWaCzQh49O,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Often,1,To travel short distances/convenience,Other,"Insufficient battery ",4: Acceptably safe,3: It’s slightly expensive,No,,,No,Yes,Female,18-25,"No "," < 1 mile",15215,"$1 to $9,999","Yes ","Walk "
2021-12-07 17:06:05,2021-12-07 17:07:43,IP Address,128.237.82.3,100,98,True,2021-12-07 17:07:43,R_AAR6H62bDSQeMyB,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have seen a person (or people) on an electric scooter in the street,Never,0,I don't use scooters,"I prefer walking  ,I do not think scooters are safe ,I just never got the chance to try it out, but I am inclined to soon","Vague instructions ,Unavailability",3: Partially safe,2: It’s fairly priced,No,Yes,3,,,Female,18-25,"No "," < 1 mile",15217,"$150,000 and greater","Yes ","Walk "
2021-12-07 16:59:21,2021-12-07 17:08:29,IP Address,174.250.2.2,100,548,True,2021-12-07 17:08:29,R_1M3SXlfLFHxyFEo,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Often,3,Commuting to school,Other,"Couldn't unlock the scooter ",3: Partially safe,2: It’s fairly priced,Yes,,,Yes,Yes,Non-binary,30-35,Yes,2.1 - 5 miles,15213,"$50,000 to 74,999",Other,Bike
2021-12-07 17:06:11,2021-12-07 17:08:39,IP Address,128.237.82.3,100,148,True,2021-12-07 17:08:39,R_2tmQPyhkR5zQqNR,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have seen a person (or people) on an electric scooter in the street,Never,0,I don't use scooters,"I prefer driving/being driven,I prefer walking  ,I do not think scooters are safe ","Vague instructions ",3: Partially safe,2: It’s fairly priced,No,Yes,3,,,Female,18-25,"No "," < 1 mile",15217,"$10,000 to $24,999","Yes ","Walk "
2021-12-07 16:21:14,2021-12-07 17:12:13,IP Address,128.237.82.3,100,3059,True,2021-12-07 17:12:13,R_1nTQeOoUO6d4trs,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,No,I have not had any experiences with electric scooters,Never,0,I don't use scooters,"I prefer taking the bus,I prefer walking  ,I think scooters are too expensive",Unavailability,4: Acceptably safe,4: It’s expensive,No,,,Yes,Yes,Male,18-25,"No ",1.1 - 2 miles,15217,"$0 ","Yes ","Walk ,Public transportation"
2021-12-07 17:06:49,2021-12-07 17:12:31,IP Address,128.237.82.12,100,342,True,2021-12-07 17:12:31,R_3wvEdVUHdZD4zmx,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Rarely,1,"Commuting to school,To travel short distances/convenience","I prefer taking the bus,I prefer driving/being driven,I prefer walking  ","Damaged scooter ,Vague instructions ,Unavailability",2: Minimally safe,2: It’s fairly priced,No,Yes,5,,,Male,18-25,"No ",1.1 - 2 miles,15206,"$10,000 to $24,999","Yes ","Bike,Car,Public transportation"
2021-12-07 17:14:33,2021-12-07 17:16:09,IP Address,128.237.82.15,100,95,True,2021-12-07 17:16:09,R_1NkpTwKqcgz13oy,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Often,4,Commuting to school,Other,"Payment issues,Insufficient battery ,Unavailability",3: Partially safe,2: It’s fairly priced,Yes,,,Yes,Yes,Male,18-25,"No "," < 1 mile",15217,"$10,000 to $24,999","Yes ","Walk "
2021-12-07 17:15:31,2021-12-07 17:16:54,IP Address,172.58.184.57,100,82,True,2021-12-07 17:16:54,R_1docAKNyIBDA0mX,,,,,40.5023956298828125,-79.94899749755859375,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have seen a person (or people) on an electric scooter in the street,Never,0,I don't use scooters,"I just never got the chance to try it out, but I am inclined to soon",Unavailability,2: Minimally safe,2: It’s fairly priced,No,Yes,0,,,Female,18-25,"No ",1.1 - 2 miles,15217,"$0 ","Yes ",Car
2021-12-07 17:15:34,2021-12-07 17:17:30,IP Address,128.237.82.14,100,115,True,2021-12-07 17:17:30,R_2QXTwnv6pIjVpvF,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Rarely,0,For leisure,Other,"Vague instructions ",4: Acceptably safe,5: It’s very expensive,No,,,No,Yes,Female,18-25,"No ",2.1 - 5 miles,15217,"$0 ","Yes ",Public transportation
2021-12-07 17:27:19,2021-12-07 17:32:41,IP Address,172.58.185.42,100,322,True,2021-12-07 17:32:42,R_3ZRFXIyOhOaH3l7,,,,,40.43389892578125,-79.999603271484375,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Rarely,0,For leisure,"I prefer walking  ",Unavailability,5: Perfectly safe,4: It’s expensive,No,,,Yes,No,Choose not to respond,18-25,"No "," < 1 mile",15289,Prefer not to answer,"Yes ","Walk "
2021-12-07 17:39:50,2021-12-07 17:41:40,IP Address,174.203.99.39,100,109,True,2021-12-07 17:41:40,R_10T43Sqn616OPdx,,,,,40.33709716796875,-79.9900970458984375,anonymous,EN,No,Other,Yes,I have ridden one (or more) of these scooters.,Sometimes,0,For leisure,"I prefer walking  ","Insufficient battery ",2: Minimally safe,2: It’s fairly priced,Yes,Yes,1,,,Female,30-35,"No ",1.1 - 2 miles,15206,Prefer not to answer,"Yes ","Walk ,Public transportation"
2021-12-07 18:11:50,2021-12-07 18:14:06,IP Address,128.2.149.108,100,136,True,2021-12-07 18:14:06,R_9zXd8QLo7R9Cf2V,,,,,40.4394989013671875,-79.94300079345703125,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have seen a person (or people) on an electric scooter in the street,Never,0,I don't use scooters,"I prefer walking  ,I do not think scooters are safe ",Unavailability,2: Minimally safe,,No,,,No,No,Male,25-30,"No ",1.1 - 2 miles,15232,"$1 to $9,999","Yes ","Walk "
2021-12-07 18:12:47,2021-12-07 18:14:49,IP Address,71.206.236.93,100,121,True,2021-12-07 18:14:50,R_3dX1xARoHOISrnB,,,,,40.4521026611328125,-79.92009735107421875,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Sometimes,2,"To travel short distances/convenience,For leisure",I prefer taking the bus,"Damaged scooter ,Insufficient battery ",4: Acceptably safe,4: It’s expensive,"No, but I ride SPIN scooters",Yes,6,,,Male,25-30,"No "," < 1 mile",15213,"$10,000 to $24,999","Yes ","Walk ,Public transportation"
2021-12-07 18:15:00,2021-12-07 18:19:05,IP Address,128.2.149.108,100,244,True,2021-12-07 18:19:05,R_21aXoyRPoSZmJyB,,,,,40.4394989013671875,-79.94300079345703125,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have seen a person (or people) on an electric scooter in the street,Never,0,I don't use scooters,"I prefer taking the bus,I prefer driving/being driven,I think scooters are too expensive",Unavailability,1: Not very safe,3: It’s slightly expensive,No,No,0,,,Female,18-25,"No "," < 1 mile",15217,Prefer not to answer,"Yes ",Public transportation
2021-12-07 18:16:32,2021-12-07 18:19:39,IP Address,173.71.188.185,100,186,True,2021-12-07 18:19:39,R_3CVnTjvI2SpKQaI,,,,,40.3925933837890625,-79.9051971435546875,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Rarely,0,For leisure,Other,Unavailability,4: Acceptably safe,5: It’s very expensive,No,,,Yes,Yes,Male,25-30,"No ",5.1 - 10 miles,15120,"$1 to $9,999","Yes ",Car
2021-12-07 18:45:26,2021-12-07 18:49:32,IP Address,74.111.97.43,100,245,True,2021-12-07 18:49:32,R_2QLeLx5wzX0VkH6,,,,,40.432403564453125,-79.9246978759765625,anonymous,EN,Yes,Carnegie Mellon University,No,I have not had any experiences with electric scooters,Never,0,I don't use scooters,"I just never got the chance to try it out, but I am inclined to soon","Vague instructions ",3: Partially safe,3: It’s slightly expensive,No,Yes,1,,,Female,30-35,"No ",1.1 - 2 miles,15217,"$10,000 to $24,999","Yes ",Public transportation
2021-12-07 19:22:13,2021-12-07 19:24:08,IP Address,71.182.232.239,100,115,True,2021-12-07 19:24:08,R_8Jk1dmZXpBta6rL,,,,,40.432403564453125,-79.9246978759765625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have seen a person (or people) on an electric scooter in the street,Never,0,I don't use scooters,"I prefer walking  ,I do not think scooters are safe ","Damaged scooter ,Vague instructions ",1: Not very safe,3: It’s slightly expensive,No,,,No,No,Female,25-30,"No ",1.1 - 2 miles,15217,"$150,000 and greater","Yes ","Walk "
2021-12-07 19:48:51,2021-12-07 19:51:11,IP Address,128.237.82.12,100,139,True,2021-12-07 19:51:11,R_2dhJ4rGt66VwLlh,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,No,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Rarely,0,"To travel short distances/convenience,For leisure",Other,"Vague instructions ,Unavailability",3: Partially safe,3: It’s slightly expensive,"No, but I ride SPIN scooters",Yes,7,,,Male,18-25,"No "," < 1 mile",15289,Prefer not to answer,"Yes ","Walk ,Public transportation"
2021-12-07 20:22:27,2021-12-07 20:25:17,IP Address,128.237.82.12,100,170,True,2021-12-07 20:25:18,R_2yf3emdFRVNMXlu,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Rarely,1,Other,Other,Unavailability,4: Acceptably safe,2: It’s fairly priced,"No, but I ride SPIN scooters",,,Yes,Yes,Male,18-25,"No "," < 1 mile",15213,Prefer not to answer,"Yes ","Walk ,Public transportation"
2021-12-07 20:46:56,2021-12-07 20:49:06,IP Address,73.79.137.150,100,130,True,2021-12-07 20:49:06,R_3G7fv9b1jENnhXp,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have seen a person (or people) on an electric scooter in the street,Never,0,I don't use scooters,I prefer driving/being driven,"Vague instructions ",2: Minimally safe,,No,,,Yes,No,Female,18-25,"No ",1.1 - 2 miles,15217,"$50,000 to 74,999","Yes ",Car
2021-12-07 15:39:03,2021-12-07 23:43:15,IP Address,96.44.9.228,100,29052,True,2021-12-07 23:43:16,R_3lQ6qBIJi6aZGqp,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Rarely,0,"Commuting to school,To travel short distances/convenience,For leisure",I prefer taking the bus,Unavailability,2: Minimally safe,3: It’s slightly expensive,"No, but I ride SPIN scooters",Yes,7,,,Male,18-25,"No ",1.1 - 2 miles,15213,"$10,000 to $24,999","Yes ","Walk "
2021-12-08 17:47:36,2021-12-08 17:49:08,IP Address,67.172.21.17,100,91,True,2021-12-08 17:49:08,R_2xzznkEGHXioqSc,,,,,40.4235992431640625,-79.9824981689453125,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Rarely,0,I don't use scooters,"I do not think scooters are safe ","Vague instructions ",1: Not very safe,1: It’s cheap,No,No,0,,,Female,18-25,"No ",2.1 - 5 miles,15203,"$50,000 to 74,999","Yes ",Public transportation
2021-12-09 18:31:54,2021-12-09 18:33:51,IP Address,107.127.7.82,100,117,True,2021-12-09 18:33:51,R_ZCsUbDUM1LohffX,,,,,42.4651947021484375,-83.37129974365234375,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Often,1,"Commuting to school,To travel short distances/convenience,For leisure",Other,Unavailability,3: Partially safe,3: It’s slightly expensive,No,,,No,Yes,Male,18-25,"No ",1.1 - 2 miles,15222,"$25,000 to 49,999 ","Yes ",Car
2021-12-09 18:35:06,2021-12-09 18:37:11,IP Address,104.28.77.146,100,125,True,2021-12-09 18:37:11,R_2zJeH1d930FAWH3,,,,,40.7487945556640625,-73.9882965087890625,anonymous,EN,Yes,Other,Yes,I have ridden one (or more) of these scooters.,Rarely,1,For leisure,"I prefer walking  ","Couldn't unlock the scooter ",2: Minimally safe,1: It’s cheap,Yes,Yes,1,,,Non-binary,18-25,Yes,5.1 - 10 miles,15203,"$75,000 to 99,999","Yes ","Walk "
2021-12-09 18:35:09,2021-12-09 18:37:36,IP Address,107.77.226.151,100,146,True,2021-12-09 18:37:36,R_1CeE09JIiGA1VAQ,,,,,40.8621978759765625,-73.89019775390625,anonymous,EN,No,Other,Yes,I have seen a person (or people) on an electric scooter in the street,Rarely,0,"To travel short distances/convenience,For leisure","I prefer walking  ",Payment issues,2: Minimally safe,3: It’s slightly expensive,No,,,Yes,No,Female,18-25,"No ",1.1 - 2 miles,15203,"$10,000 to $24,999","Yes ","Walk ,Car"
2021-12-09 18:35:09,2021-12-09 18:37:44,IP Address,172.58.185.28,100,155,True,2021-12-09 18:37:44,R_Zl5C5eNOrXbvyZb,,,,,40.43389892578125,-79.999603271484375,anonymous,EN,No,Other,Yes,I have seen a person (or people) on an electric scooter in the street,Never,0,I don't use scooters,I prefer driving/being driven,Unavailability,4: Acceptably safe,2: It’s fairly priced,No,Yes,3,,,Female,18-25,"No ",1.1 - 2 miles,15023,"$150,000 and greater","Yes ",Car
2021-12-09 18:35:15,2021-12-09 18:38:54,IP Address,107.77.223.122,100,219,True,2021-12-09 18:38:55,R_Wr0ZbR2JTkfLa8x,,,,,40.8621978759765625,-73.89019775390625,anonymous,EN,Yes,Other,Yes,I have seen a person (or people) on an electric scooter in the street,Never,0,I don't use scooters,"I just never got the chance to try it out, but I am inclined to soon","Vague instructions ",4: Acceptably safe,2: It’s fairly priced,No,,,Yes,No,Female,18-25,"No ",5.1 - 10 miles,15234,"$25,000 to 49,999 ","Yes ",Car
2021-12-09 18:38:32,2021-12-09 18:41:48,IP Address,172.58.44.232,100,195,True,2021-12-09 18:41:48,R_1Qlq6imIaRsTgxp,,,,,47.6033935546875,-122.341400146484375,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have seen a person (or people) on an electric scooter in the street,Never,0,I don't use scooters,Other,"Vague instructions ",3: Partially safe,3: It’s slightly expensive,No,,,No,No,Female,18-25,"No ",5.1 - 10 miles,15205,"$25,000 to 49,999 ","Yes ",Car
2021-12-09 18:46:29,2021-12-09 18:49:35,IP Address,173.75.15.167,100,186,True,2021-12-09 18:49:36,R_3fN64XjcqYnbDe6,,,,,40.432403564453125,-79.9246978759765625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have not had any experiences with electric scooters,Never,0,I don't use scooters,I prefer taking the bus,Unavailability,4: Acceptably safe,,No,Yes,9,,,Male,18-25,"No ",1.1 - 2 miles,15217,"$0 ","Yes ",Public transportation
2021-12-09 18:47:03,2021-12-09 18:50:23,IP Address,172.58.185.184,100,200,True,2021-12-09 18:50:24,R_2QXQWdiZ4NsvrDo,,,,,40.43389892578125,-79.999603271484375,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Sometimes,2,Commuting to school,I prefer taking the bus,"Insufficient battery ",4: Acceptably safe,2: It’s fairly priced,No,Yes,5,,,Male,30-35,"No ",1.1 - 2 miles,15217,"$1 to $9,999","Yes ",Public transportation
2021-12-09 19:30:10,2021-12-09 19:32:02,IP Address,104.28.79.171,100,112,True,2021-12-09 19:32:02,R_3QRf9to6Z1foh3Y,,,,,40.7487945556640625,-73.9882965087890625,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have ridden one (or more) of these scooters.,Very Frequently,5,"Commuting to school,To travel short distances/convenience",Other,"Payment issues,Insufficient battery ,Unavailability",3: Partially safe,4: It’s expensive,"No, but I ride SPIN scooters",,,Yes,No,Male,18-25,"No ",2.1 - 5 miles,15224,"$50,000 to 74,999","Yes ",Public transportation
2021-12-09 21:48:46,2021-12-09 21:53:39,IP Address,107.77.225.185,100,292,True,2021-12-09 21:53:39,R_20SR5gLijw1R7vT,,,,,40.75030517578125,-74.00140380859375,anonymous,EN,Yes,Carnegie Mellon University,Yes,I have seen a person (or people) on an electric scooter in the street,Often,3,"Commuting to school,To travel short distances/convenience","I just never got the chance to try it out, but I am inclined to soon","Insufficient battery ,Couldn't unlock the scooter ",2: Minimally safe,2: It’s fairly priced,"No, but I ride SPIN scooters",,,Yes,Yes,Female,25-30,"No ",1.1 - 2 miles,15217,"$10,000 to $24,999","Yes ",Public transportation
2021-12-10 13:09:23,2021-12-10 13:46:41,IP Address,172.58.206.236,100,2238,True,2021-12-10 13:46:41,R_1F9Qc0wtRNZfvvM,,,,,40.014892578125,-75.14389801025390625,anonymous,EN,Yes,Other,No,I have not had any experiences with electric scooters,Never,0,I don't use scooters,Other,"Vague instructions ",3: Partially safe,,No,No,0,,,Female,18-25,"No "," < 1 mile",12555,Prefer not to answer,"Yes ",Public transportation
